location;Code;Year;Executions;Meningitis;Alzheimer;Parkinson;Nutritional_deficiencies;Malaria;Drowning;Interpersonal_violence;Maternal_disorders;HIV/AIDS;Drug_use_disorders;Tuberculosis;Cardiovascular_diseases;Lower_respiratory_infections;Neonatal_disorders;Alcohol_use_disorders;Self-harm;Exposure_to_forces_of_nature;Diarrheal;Environmental_heat_and_cold_exposure;Neoplasms;Conflict_and_terrorism;Diabetes_mellitus;Chronic_kidney;Poisonings;Protein-energy_malnutrition;Terrorism;Road_injuries;Chronic_respiratory;Cirrhosis_and_other_chronic liver;Digestive;Fire_heat_and_hot_substances;Acute_hepatitis;covid_death
Qatar;;2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;61.0
Panama;;2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3406.0
Puerto Rico;;2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Oman;;2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;144.0
Poland;;2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;19381.0
Palau;;2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pakistan;;2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;18757.0
Oceania;;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1060.0
Palestine;;2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;741.0
Puerto Rico;;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Norway;;2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1689.0
Northern Mariana Islands;;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Peru;;2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;110329.0
Peru;;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;93070.0
Pakistan;;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10176.0
Norway;;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;436.0
Portugal;;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6906.0
Panama;;2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;940.0
Portugal;;2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5194.0
Palestine;;2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3519.0
Papua New Guinea;;2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;72.0
Papua New Guinea;;2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;581.0
Oceania;;2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3462.0
Pitcairn;;2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Poland;;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;28554.0
Philippines;;2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9080.0
Puerto Rico;;2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Palau;;2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6.0
Northern Cyprus;;2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Panama;;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4022.0
Peru;;2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10882.0
Oman;;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1499.0
Paraguay;;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2262.0
Paraguay;;2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2339.0
Qatar;;2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;373.0
Papua New Guinea;;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9.0
Palestine;;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1400.0
Poland;;2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;68500.0
North Macedonia;;2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1367.0
Romania;;2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;42985.0
Northern Mariana Islands;;2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Philippines;;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9246.0
Oceania;;2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9734.0
Norway;;2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;871.0
Romania;;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15767.0
Pakistan;;2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1468.0
Portugal;;2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12049.0
Oman;;2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2617.0
Philippines;;2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;42260.0
Saint Kitts and Nevis;;2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;28.0
Slovakia;;2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3512.0
Saint Pierre and Miquelon;;2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Saint Kitts and Nevis;;2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15.0
Russia;;2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;246400.0
Sao Tome and Principe;;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17.0
Russia;;2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;70834.0
Saint Kitts and Nevis;;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sint Maarten (Dutch part);;2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sierra Leone;;2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.0
Samoa;;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Slovenia;;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2697.0
Saint Pierre and Miquelon;;2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0
Saint Lucia;;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5.0
Russia;;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;56271.0
Saint Lucia;;2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;88.0
Saint Helena;;2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sao Tome and Principe;;2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16.0
Seychelles;;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sierra Leone;;2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;47.0
Seychelles;;2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;33.0
Singapore;;2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;799.0
Saint Pierre and Miquelon;;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Samoa;;2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29.0
San Marino;;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;59.0
Singapore;;2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;588.0
Sierra Leone;;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;76.0
Sint Maarten (Dutch part);;2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Slovenia;;2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2892.0
Saint Lucia;;2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;290.0
Serbia;;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3214.0
Saint Vincent and the Grenadines;;2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;81.0
Saint Vincent and the Grenadines;;2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;31.0
Slovakia;;2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14497.0
Saudi Arabia;;2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2654.0
Senegal;;2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;103.0
Serbia;;2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3415.0
Singapore;;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29.0
Rwanda;;2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1258.0
Rwanda;;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;92.0
San Marino;;2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15.0
Rwanda;;2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;110.0
Saint Helena;;2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Saudi Arabia;;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6223.0
Saudi Arabia;;2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;334.0
Sao Tome and Principe;;2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;44.0
Senegal;;2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1480.0
San Marino;;2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;41.0
Senegal;;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;410.0
Slovakia;;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2138.0
Serbia;;2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9503.0
Saint Helena;;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Romania;;2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6987.0
Seychelles;;2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;134.0
Saint Vincent and the Grenadines;;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Samoa;;2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
South America;;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;413261.0
Solomon Islands;;2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
South Africa;;2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10341.0
Tanzania;;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;21.0
South Korea;;2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;18945.0
Sweden;;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8979.0
Suriname;;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;122.0
South Korea;;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;917.0
South America;;2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;102126.0
Somalia;;2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;28.0
Tajikistan;;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;90.0
Switzerland;;2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4451.0
Tanzania;;2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;104.0
Switzerland;;2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1660.0
Slovenia;;2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1063.0
Switzerland;;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7873.0
Spain;;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;51578.0
Tanzania;;2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;716.0
South Sudan;;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;63.0
Taiwan;;2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;843.0
Tajikistan;;2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0
South Africa;;2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;62676.0
Sweden;;2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3814.0
Sudan;;2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1620.0
Taiwan;;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7.0
Sudan;;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1468.0
Sri Lanka;;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;204.0
Sudan;;2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1863.0
Suriname;;2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;180.0
South Korea;;2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4708.0
South Africa;;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;28469.0
Spain;;2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;38568.0
Spain;;2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;18885.0
Syria;;2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;253.0
Solomon Islands;;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Solomon Islands;;2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;154.0
Somalia;;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;131.0
South America;;2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;765948.0
Thailand;;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;61.0
Thailand;;2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;21639.0
Somalia;;2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1203.0
Syria;;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;711.0
Sri Lanka;;2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14775.0
Sri Lanka;;2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1542.0
Sweden;;2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6587.0
South Sudan;;2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;72.0
Syria;;2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2186.0
South Sudan;;2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.0
Suriname;;2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1067.0
Tajikistan;;2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;35.0
Taiwan;;2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6018.0
Tuvalu;;2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Timor;;2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11.0
Trinidad and Tobago;;2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1144.0
United States;;2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;192121.0
Ukraine;;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;19281.0
Togo;;2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;180.0
Turks and Caicos Islands;;2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.0
United States Virgin Islands;;2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Upper middle income;;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;706246.0
Uganda;;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;251.0
United States;;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;351039.0
Timor;;2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;122.0
Tunisia;;2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20893.0
Uzbekistan;;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;614.0
Turkey;;2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16671.0
United Arab Emirates;;2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1495.0
Uruguay;;2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5989.0
Trinidad and Tobago;;2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2742.0
Turks and Caicos Islands;;2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10.0
United Arab Emirates;;2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;153.0
United Kingdom;;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;73569.0
United States Virgin Islands;;2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
United Arab Emirates;;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;669.0
Tonga;;2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12.0
Uganda;;2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;327.0
United States;;2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;474887.0
Uruguay;;2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1161.0
Tokelau;;2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ukraine;;2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;82807.0
Upper middle income;;2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;270034.0
Trinidad and Tobago;;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;127.0
Togo;;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;68.0
Turkmenistan;;2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Thailand;;2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9002.0
Ukraine;;2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10371.0
Timor;;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Tuvalu;;2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
United Kingdom;;2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;27791.0
Turks and Caicos Islands;;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6.0
United Kingdom;;2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;75168.0
Tonga;;2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Uganda;;2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3049.0
United States Virgin Islands;;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Tunisia;;2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3126.0
Uruguay;;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;181.0
Turkey;;2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;61480.0
Togo;;2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;27.0
Turkey;;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20881.0
Upper middle income;;2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1536753.0
Tunisia;;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4676.0
Turkmenistan;;2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Venezuela;;2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4300.0
Vietnam;;2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10877.0
Vatican;;2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
World;;2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3539865.0
Uzbekistan;;2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;871.0
Vietnam;;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;36.0
Yemen;;2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;165.0
Vatican;;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Wallis and Futuna;;2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7.0
Yemen;;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;610.0
Zimbabwe;;2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4641.0
Vietnam;;2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;32359.0
Uzbekistan;;2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;152.0
Zambia;;2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3346.0
Zambia;;2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;272.0
Western Sahara;;2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Wallis and Futuna;;2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0
Vanuatu;;2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0
Wallis and Futuna;;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Venezuela;;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1034.0
World;;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1874688.0
Zimbabwe;;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;363.0
Venezuela;;2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;407.0
Zimbabwe;;2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;551.0
Vatican;;2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vanuatu;;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Yemen;;2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1374.0
Zambia;;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;388.0
Vanuatu;;2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13.0
World;;2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;881983.0
